Id_oceny,Data,Id_ucznia,id_przedmiotu,Ocena
8475,2014-11-13,281/2012,14,2
608,2014-09-17,280/2012,14,2
2960,2014-10-03,269/2012,14,2
975,2014-09-19,268/2011,14,2
6627,2014-10-30,260/2011,14,2
8175,2014-11-11,260/2011,14,2
2891,2014-10-02,257/2011,14,2
6437,2014-10-29,256/2011,14,2
9664,2014-11-21,256/2011,14,2
10730,2014-12-01,251/2011,14,2
5128,2014-10-20,249/2011,14,2
10930,2014-12-02,249/2011,14,2
11225,2014-12-03,247/2011,14,2
11349,2014-12-04,237/2011,14,2
5144,2014-10-20,233/2011,14,2
11258,2014-12-04,233/2011,14,2
9100,2014-11-18,230/2011,14,2
7662,2014-11-07,229/2011,14,2
10230,2014-11-26,228/2011,14,2
6365,2014-10-29,225/2011,14,2
9784,2014-11-24,223/2011,14,2
5249,2014-10-21,221/2011,14,2
4181,2014-10-13,218/2011,14,2
6090,2014-10-27,218/2011,14,2
12380,2014-12-11,218/2011,14,2
1765,2014-09-24,217/2011,14,2
1367,2014-09-23,215/2011,14,2
10656,2014-11-28,214/2011,14,2
9791,2014-11-24,213/2011,14,2
12898,2014-12-17,212/2011,14,2
250,2014-09-16,210/2011,14,2
8446,2014-11-13,207/2011,14,2
11585,2014-12-05,207/2011,14,2
4167,2014-10-13,206/2011,14,2
5957,2014-10-27,201/2011,14,2
4142,2014-10-13,198/2011,14,2
1325,2014-09-23,197/2011,14,2
10071,2014-11-25,194/2011,14,2
403,2014-09-16,190/2011,14,2
3425,2014-10-07,190/2011,14,2
270,2014-09-16,189/2011,14,2
7849,2014-11-10,189/2011,14,2
1606,2014-09-24,187/2011,14,2
3755,2014-10-09,187/2011,14,2
2937,2014-10-03,183/2011,14,2
708,2014-09-18,181/2011,14,2
10727,2014-12-01,179/2011,14,2
11448,2014-12-05,178/2011,14,2
6175,2014-10-28,177/2011,14,2
1191,2014-09-23,176/2011,14,2
3557,2014-10-08,172/2011,14,2
5092,2014-10-20,172/2011,14,2
9748,2014-11-24,172/2011,14,2
11826,2014-12-09,170/2011,14,2
1324,2014-09-23,167/2011,14,2
7989,2014-11-10,165/2011,14,2
10219,2014-11-26,165/2011,14,2
410,2014-09-16,155/2011,14,2
1212,2014-09-23,153/2011,14,2
8607,2014-11-14,152/2011,14,2
1903,2014-09-25,149/2011,14,2
7541,2014-11-06,149/2011,14,2
2064,2014-09-26,148/2011,14,2
10533,2014-11-28,146/2011,14,2
9715,2014-11-21,141/2011,14,2
12092,2014-12-10,133/2011,14,2
9115,2014-11-18,131/2011,14,2
3083,2014-10-03,130/2011,14,2
2302,2014-09-29,129/2011,14,2
12545,2014-12-12,125/2011,14,2
361,2014-09-16,869/2014,14,1
5996,2014-10-27,847/2014,14,1
12552,2014-12-15,844/2014,14,1
11221,2014-12-03,833/2014,14,1
8719,2014-11-14,831/2014,14,1
2890,2014-10-02,749/2014,14,1
8168,2014-11-11,735/2014,14,1
94,2014-09-15,706/2014,14,1
8778,2014-11-14,660/2013,14,1
2905,2014-10-03,643/2013,14,1
3185,2014-10-06,640/2013,14,1
11560,2014-12-05,622/2013,14,1
2250,2014-09-29,599/2013,14,1
8809,2014-11-17,597/2013,14,1
860,2014-09-19,565/2013,14,1
10564,2014-11-28,555/2013,14,1
8504,2014-11-13,517/2013,14,1
7096,2014-11-04,497/2012,14,1
2567,2014-10-01,453/2012,14,1
4236,2014-10-14,450/2012,14,1
8763,2014-11-14,403/2012,14,1
5089,2014-10-20,377/2012,14,1
7293,2014-11-05,342/2012,14,1
12876,2014-12-17,319/2012,14,1
9796,2014-11-24,255/2011,14,1
7690,2014-11-07,212/2011,14,1
5816,2014-10-24,188/2011,14,1
11995,2014-12-09,184/2011,14,1
12151,2014-12-10,143/2011,14,1
10270,2014-11-26,883/2014,13,6
2034,2014-09-26,882/2014,13,6
7057,2014-11-04,872/2014,13,6
8497,2014-11-13,867/2014,13,6
10839,2014-12-01,852/2014,13,6
3789,2014-10-09,835/2014,13,6
5622,2014-10-23,834/2014,13,6
1254,2014-09-23,821/2014,13,6
3464,2014-10-07,817/2014,13,6
7002,2014-11-03,813/2014,13,6
7462,2014-11-06,799/2014,13,6
9590,2014-11-21,796/2014,13,6
12920,2014-12-17,795/2014,13,6
9148,2014-11-18,789/2014,13,6
5766,2014-10-24,781/2014,13,6
12867,2014-12-16,780/2014,13,6
11551,2014-12-05,777/2014,13,6
4717,2014-10-16,774/2014,13,6
5075,2014-10-20,773/2014,13,6
9794,2014-11-24,773/2014,13,6
6971,2014-11-03,768/2014,13,6
11825,2014-12-09,749/2014,13,6
2565,2014-10-01,745/2014,13,6
11103,2014-12-03,743/2014,13,6
6858,2014-11-03,727/2014,13,6
4541,2014-10-15,704/2014,13,6
4643,2014-10-16,693/2013,13,6
11927,2014-12-09,688/2013,13,6
11276,2014-12-04,687/2013,13,6
473,2014-09-17,684/2013,13,6
4596,2014-10-16,676/2013,13,6
6003,2014-10-27,673/2013,13,6
8521,2014-11-13,666/2013,13,6
13069,2014-12-18,665/2013,13,6
9865,2014-11-24,657/2013,13,6
8353,2014-11-12,653/2013,13,6
7331,2014-11-05,652/2013,13,6
10635,2014-11-28,644/2013,13,6
5432,2014-10-22,643/2013,13,6
3775,2014-10-09,641/2013,13,6
5607,2014-10-23,639/2013,13,6
10880,2014-12-02,632/2013,13,6
2169,2014-09-29,631/2013,13,6
7466,2014-11-06,629/2013,13,6
7487,2014-11-06,628/2013,13,6
5670,2014-10-23,627/2013,13,6
12820,2014-12-16,616/2013,13,6
157,2014-09-15,614/2013,13,6
3312,2014-10-07,609/2013,13,6
7421,2014-11-05,607/2013,13,6
10893,2014-12-02,605/2013,13,6
10005,2014-11-25,602/2013,13,6
11281,2014-12-04,601/2013,13,6
6151,2014-10-28,600/2013,13,6
8065,2014-11-11,599/2013,13,6
8185,2014-11-12,599/2013,13,6
1563,2014-09-24,595/2013,13,6
10804,2014-12-01,581/2013,13,6
6985,2014-11-03,574/2013,13,6
11062,2014-12-02,566/2013,13,6
7451,2014-11-06,559/2013,13,6
1487,2014-09-23,556/2013,13,6
5145,2014-10-20,548/2013,13,6
9304,2014-11-19,541/2013,13,6
12593,2014-12-15,541/2013,13,6
4342,2014-10-14,540/2013,13,6
6968,2014-11-03,539/2013,13,6
8013,2014-11-11,539/2013,13,6
7905,2014-11-10,538/2013,13,6
3395,2014-10-07,537/2013,13,6
10934,2014-12-02,531/2013,13,6
7461,2014-11-06,529/2013,13,6
9303,2014-11-19,529/2013,13,6
5732,2014-10-24,524/2013,13,6
8157,2014-11-11,523/2013,13,6
12979,2014-12-17,521/2013,13,6
7748,2014-11-07,517/2013,13,6
6732,2014-10-31,510/2012,13,6
10202,2014-11-26,509/2012,13,6
7728,2014-11-07,497/2012,13,6
5204,2014-10-21,484/2012,13,6
7736,2014-11-07,477/2012,13,6
10373,2014-11-27,472/2012,13,6
10976,2014-12-02,466/2012,13,6
3403,2014-10-07,459/2012,13,6
5328,2014-10-21,455/2012,13,6
8238,2014-11-12,427/2012,13,6
6809,2014-10-31,417/2012,13,6
6914,2014-11-03,409/2012,13,6
8271,2014-11-12,405/2012,13,6
12393,2014-12-12,337/2012,13,6
263,2014-09-16,300/2012,13,6
3188,2014-10-06,296/2012,13,6
8718,2014-11-14,265/2011,13,6
11747,2014-12-08,263/2011,13,6
8328,2014-11-12,241/2011,13,6
9450,2014-11-20,240/2011,13,6
13082,2014-12-18,235/2011,13,6
4080,2014-10-13,230/2011,13,6
4012,2014-10-10,228/2011,13,6
12309,2014-12-11,226/2011,13,6
1414,2014-09-23,225/2011,13,6
5093,2014-10-20,223/2011,13,6
12450,2014-12-12,217/2011,13,6
1240,2014-09-23,214/2011,13,6
10865,2014-12-01,212/2011,13,6
279,2014-09-16,204/2011,13,6
12592,2014-12-15,204/2011,13,6
402,2014-09-16,203/2011,13,6
9040,2014-11-18,203/2011,13,6
4604,2014-10-16,194/2011,13,6
10944,2014-12-02,191/2011,13,6
2015,2014-09-26,184/2011,13,6
6769,2014-10-31,183/2011,13,6
1911,2014-09-25,182/2011,13,6
11367,2014-12-04,179/2011,13,6
4261,2014-10-14,166/2011,13,6
5734,2014-10-24,161/2011,13,6
9443,2014-11-20,161/2011,13,6
11561,2014-12-05,147/2011,13,6
12569,2014-12-15,141/2011,13,6
4782,2014-10-17,879/2014,13,5
4313,2014-10-14,878/2014,13,5
11023,2014-12-02,877/2014,13,5
4909,2014-10-17,873/2014,13,5
5370,2014-10-22,871/2014,13,5
7072,2014-11-04,870/2014,13,5
11407,2014-12-04,867/2014,13,5
7579,2014-11-06,860/2014,13,5
11978,2014-12-09,858/2014,13,5
5476,2014-10-22,855/2014,13,5
11608,2014-12-05,853/2014,13,5
8363,2014-11-12,851/2014,13,5
13060,2014-12-18,849/2014,13,5
10633,2014-11-28,843/2014,13,5
7954,2014-11-10,842/2014,13,5
4493,2014-10-15,837/2014,13,5
6780,2014-10-31,836/2014,13,5
5689,2014-10-23,830/2014,13,5
11665,2014-12-08,829/2014,13,5
5181,2014-10-21,828/2014,13,5
4628,2014-10-16,824/2014,13,5
8214,2014-11-12,823/2014,13,5
8992,2014-11-18,821/2014,13,5
4746,2014-10-16,820/2014,13,5
8863,2014-11-17,820/2014,13,5
7707,2014-11-07,817/2014,13,5
8358,2014-11-12,815/2014,13,5
1211,2014-09-23,807/2014,13,5
312,2014-09-16,805/2014,13,5
6312,2014-10-29,805/2014,13,5
9501,2014-11-20,803/2014,13,5
3219,2014-10-06,797/2014,13,5
8658,2014-11-14,797/2014,13,5
1567,2014-09-24,795/2014,13,5
226,2014-09-15,794/2014,13,5
9582,2014-11-21,793/2014,13,5
2877,2014-10-02,784/2014,13,5
10128,2014-11-26,783/2014,13,5
2489,2014-09-30,779/2014,13,5
10037,2014-11-25,778/2014,13,5
13118,2014-12-18,777/2014,13,5
4570,2014-10-15,767/2014,13,5
11489,2014-12-05,755/2014,13,5
2468,2014-09-30,751/2014,13,5
9525,2014-11-20,749/2014,13,5
10516,2014-11-28,744/2014,13,5
4958,2014-10-17,742/2014,13,5
3909,2014-10-10,738/2014,13,5
1854,2014-09-25,733/2014,13,5
8124,2014-11-11,730/2014,13,5
3418,2014-10-07,727/2014,13,5
1985,2014-09-26,724/2014,13,5
2440,2014-09-30,712/2014,13,5
4651,2014-10-16,711/2014,13,5
11273,2014-12-04,709/2014,13,5
1145,2014-09-22,705/2014,13,5
8600,2014-11-14,705/2014,13,5
7111,2014-11-04,703/2014,13,5
11395,2014-12-04,703/2014,13,5
1608,2014-09-24,701/2014,13,5
4196,2014-10-13,698/2013,13,5
2770,2014-10-02,697/2013,13,5
3582,2014-10-08,696/2013,13,5
9754,2014-11-24,695/2013,13,5
10084,2014-11-25,695/2013,13,5
2021,2014-09-26,693/2013,13,5
9965,2014-11-25,693/2013,13,5
7357,2014-11-05,691/2013,13,5
3423,2014-10-07,690/2013,13,5
11092,2014-12-03,690/2013,13,5
5388,2014-10-22,689/2013,13,5
9424,2014-11-20,683/2013,13,5
11212,2014-12-03,679/2013,13,5
443,2014-09-17,678/2013,13,5
10492,2014-11-27,677/2013,13,5
10927,2014-12-02,676/2013,13,5
10453,2014-11-27,674/2013,13,5
12354,2014-12-11,673/2013,13,5
12564,2014-12-15,672/2013,13,5
8678,2014-11-14,671/2013,13,5
1096,2014-09-22,670/2013,13,5
12960,2014-12-17,670/2013,13,5
9606,2014-11-21,668/2013,13,5
7202,2014-11-04,666/2013,13,5
6611,2014-10-30,665/2013,13,5
9688,2014-11-21,665/2013,13,5
6689,2014-10-31,664/2013,13,5
145,2014-09-15,663/2013,13,5
6587,2014-10-30,663/2013,13,5
11338,2014-12-04,663/2013,13,5
858,2014-09-19,661/2013,13,5
2592,2014-10-01,660/2013,13,5
3691,2014-10-09,659/2013,13,5
8360,2014-11-12,656/2013,13,5
9031,2014-11-18,655/2013,13,5
11155,2014-12-03,655/2013,13,5
3,2014-09-08,649/2013,13,5
1593,2014-09-24,649/2013,13,5
1217,2014-09-23,648/2013,13,5
5256,2014-10-21,647/2013,13,5
8400,2014-11-13,647/2013,13,5
9386,2014-11-20,646/2013,13,5
972,2014-09-19,645/2013,13,5
5471,2014-10-22,645/2013,13,5
4025,2014-10-10,638/2013,13,5
6254,2014-10-28,637/2013,13,5
7865,2014-11-10,636/2013,13,5
1479,2014-09-23,634/2013,13,5
71,2014-09-15,626/2013,13,5
7998,2014-11-11,625/2013,13,5
6398,2014-10-29,624/2013,13,5
7188,2014-11-04,621/2013,13,5
2488,2014-09-30,619/2013,13,5
3000,2014-10-03,619/2013,13,5
6500,2014-10-30,617/2013,13,5
6670,2014-10-31,617/2013,13,5
2183,2014-09-29,615/2013,13,5
7695,2014-11-07,615/2013,13,5
1909,2014-09-25,613/2013,13,5
2430,2014-09-30,613/2013,13,5
11278,2014-12-04,611/2013,13,5
2733,2014-10-02,610/2013,13,5
4689,2014-10-16,609/2013,13,5
11695,2014-12-08,603/2013,13,5
679,2014-09-18,601/2013,13,5
2973,2014-10-03,598/2013,13,5
12232,2014-12-11,594/2013,13,5
8455,2014-11-13,591/2013,13,5
7034,2014-11-03,590/2013,13,5
737,2014-09-18,589/2013,13,5
1942,2014-09-25,589/2013,13,5
11840,2014-12-09,588/2013,13,5
1144,2014-09-22,587/2013,13,5
10713,2014-12-01,584/2013,13,5
6649,2014-10-30,583/2013,13,5
1852,2014-09-25,578/2013,13,5
8707,2014-11-14,578/2013,13,5
767,2014-09-18,577/2013,13,5
1631,2014-09-24,575/2013,13,5
5103,2014-10-20,573/2013,13,5
12629,2014-12-15,573/2013,13,5
12110,2014-12-10,572/2013,13,5
4396,2014-10-14,568/2013,13,5
11600,2014-12-05,565/2013,13,5
6688,2014-10-31,558/2013,13,5
3242,2014-10-06,556/2013,13,5
5133,2014-10-20,555/2013,13,5
3831,2014-10-09,554/2013,13,5
11119,2014-12-03,552/2013,13,5
3031,2014-10-03,551/2013,13,5
9886,2014-11-24,551/2013,13,5
6293,2014-10-29,546/2013,13,5
12361,2014-12-11,544/2013,13,5
4312,2014-10-14,542/2013,13,5
7719,2014-11-07,541/2013,13,5
8312,2014-11-12,533/2013,13,5
6595,2014-10-30,531/2013,13,5
1088,2014-09-22,530/2013,13,5
2152,2014-09-29,527/2013,13,5
11171,2014-12-03,524/2013,13,5
2688,2014-10-01,519/2013,13,5
7766,2014-11-07,516/2013,13,5
8327,2014-11-12,511/2012,13,5
9678,2014-11-21,509/2012,13,5
6178,2014-10-28,504/2012,13,5
8870,2014-11-17,499/2012,13,5
2811,2014-10-02,498/2012,13,5
4816,2014-10-17,489/2012,13,5
9116,2014-11-18,488/2012,13,5
5731,2014-10-24,484/2012,13,5
1381,2014-09-23,480/2012,13,5
9227,2014-11-19,479/2012,13,5
3650,2014-10-08,472/2012,13,5
9158,2014-11-18,471/2012,13,5
6030,2014-10-27,467/2012,13,5
12250,2014-12-11,462/2012,13,5
289,2014-09-16,458/2012,13,5
963,2014-09-19,443/2012,13,5
5772,2014-10-24,442/2012,13,5
4672,2014-10-16,440/2012,13,5
1880,2014-09-25,436/2012,13,5
12368,2014-12-11,435/2012,13,5
4865,2014-10-17,429/2012,13,5
1263,2014-09-23,420/2012,13,5
10860,2014-12-01,408/2012,13,5
5220,2014-10-21,404/2012,13,5
4862,2014-10-17,403/2012,13,5
11159,2014-12-03,401/2012,13,5
9059,2014-11-18,396/2012,13,5
7455,2014-11-06,395/2012,13,5
11402,2014-12-04,392/2012,13,5
4304,2014-10-14,384/2012,13,5
3599,2014-10-08,383/2012,13,5
4744,2014-10-16,382/2012,13,5
5936,2014-10-27,381/2012,13,5
4222,2014-10-14,379/2012,13,5
4886,2014-10-17,377/2012,13,5
10410,2014-11-27,375/2012,13,5
64,2014-09-15,362/2012,13,5
3978,2014-10-10,359/2012,13,5
826,2014-09-19,355/2012,13,5
4107,2014-10-13,353/2012,13,5
5526,2014-10-22,353/2012,13,5
4706,2014-10-16,349/2012,13,5
7877,2014-11-10,347/2012,13,5
3679,2014-10-09,344/2012,13,5
7906,2014-11-10,343/2012,13,5
11703,2014-12-08,337/2012,13,5
11658,2014-12-08,334/2012,13,5
9614,2014-11-21,333/2012,13,5
11004,2014-12-02,331/2012,13,5
5308,2014-10-21,314/2012,13,5
4451,2014-10-15,309/2012,13,5
836,2014-09-19,307/2012,13,5
987,2014-09-19,299/2012,13,5
7539,2014-11-06,295/2012,13,5
7685,2014-11-07,292/2012,13,5
293,2014-09-16,290/2012,13,5
467,2014-09-17,285/2012,13,5
13002,2014-12-17,280/2012,13,5
2749,2014-10-02,273/2012,13,5
6758,2014-10-31,267/2011,13,5
12132,2014-12-10,264/2011,13,5
2889,2014-10-02,263/2011,13,5
4677,2014-10-16,262/2011,13,5
10444,2014-11-27,260/2011,13,5
10818,2014-12-01,260/2011,13,5
11988,2014-12-09,258/2011,13,5
4054,2014-10-13,257/2011,13,5
3677,2014-10-09,256/2011,13,5
10636,2014-11-28,256/2011,13,5
10201,2014-11-26,253/2011,13,5
6983,2014-11-03,252/2011,13,5
8368,2014-11-12,250/2011,13,5
9182,2014-11-19,250/2011,13,5
5914,2014-10-27,248/2011,13,5
4336,2014-10-14,247/2011,13,5
818,2014-09-19,244/2011,13,5
1304,2014-09-23,244/2011,13,5
1802,2014-09-25,244/2011,13,5
5975,2014-10-27,242/2011,13,5
7961,2014-11-10,240/2011,13,5
1286,2014-09-23,239/2011,13,5
2681,2014-10-01,238/2011,13,5
11627,2014-12-05,238/2011,13,5
1337,2014-09-23,237/2011,13,5
4533,2014-10-15,236/2011,13,5
12327,2014-12-11,235/2011,13,5
1905,2014-09-25,234/2011,13,5
935,2014-09-19,231/2011,13,5
10523,2014-11-28,231/2011,13,5
11275,2014-12-04,231/2011,13,5
275,2014-09-16,229/2011,13,5
623,2014-09-18,229/2011,13,5
3551,2014-10-08,229/2011,13,5
10750,2014-12-01,227/2011,13,5
3455,2014-10-07,224/2011,13,5
4043,2014-10-13,223/2011,13,5
3436,2014-10-07,220/2011,13,5
11335,2014-12-04,218/2011,13,5
2007,2014-09-26,215/2011,13,5
4726,2014-10-16,212/2011,13,5
3392,2014-10-07,209/2011,13,5
526,2014-09-17,208/2011,13,5
3295,2014-10-07,204/2011,13,5
7518,2014-11-06,202/2011,13,5
4351,2014-10-14,200/2011,13,5
10509,2014-11-28,200/2011,13,5
4006,2014-10-10,199/2011,13,5
2911,2014-10-03,193/2011,13,5
2321,2014-09-29,192/2011,13,5
6352,2014-10-29,192/2011,13,5
8801,2014-11-17,191/2011,13,5
9120,2014-11-18,190/2011,13,5
5553,2014-10-23,189/2011,13,5
12420,2014-12-12,187/2011,13,5
3903,2014-10-10,181/2011,13,5
10979,2014-12-02,181/2011,13,5
824,2014-09-19,179/2011,13,5
10992,2014-12-02,171/2011,13,5
5603,2014-10-23,168/2011,13,5
10857,2014-12-01,166/2011,13,5
1464,2014-09-23,164/2011,13,5
2279,2014-09-29,164/2011,13,5
4500,2014-10-15,164/2011,13,5
10350,2014-11-27,161/2011,13,5
7126,2014-11-04,160/2011,13,5
811,2014-09-19,158/2011,13,5
2339,2014-09-30,158/2011,13,5
5835,2014-10-24,154/2011,13,5
10175,2014-11-26,153/2011,13,5
2950,2014-10-03,152/2011,13,5
10476,2014-11-27,152/2011,13,5
12121,2014-12-10,151/2011,13,5
10154,2014-11-26,149/2011,13,5
5097,2014-10-20,146/2011,13,5
8946,2014-11-17,143/2011,13,5
7257,2014-11-05,141/2011,13,5
11506,2014-12-05,140/2011,13,5
629,2014-09-18,138/2011,13,5
5728,2014-10-24,137/2011,13,5
9563,2014-11-21,137/2011,13,5
7359,2014-11-05,134/2011,13,5
9623,2014-11-21,131/2011,13,5
8024,2014-11-11,130/2011,13,5
9308,2014-11-19,128/2011,13,5
11519,2014-12-05,128/2011,13,5
2418,2014-09-30,127/2011,13,5
1064,2014-09-22,124/2011,13,5
12437,2014-12-12,883/2014,13,4
6043,2014-10-27,881/2014,13,4
8929,2014-11-17,880/2014,13,4
13109,2014-12-18,880/2014,13,4
1092,2014-09-22,877/2014,13,4
5216,2014-10-21,872/2014,13,4
5175,2014-10-21,870/2014,13,4
10973,2014-12-02,867/2014,13,4
2343,2014-09-30,864/2014,13,4
4987,2014-10-20,864/2014,13,4
2815,2014-10-02,863/2014,13,4
5683,2014-10-23,857/2014,13,4
6904,2014-11-03,857/2014,13,4
165,2014-09-15,855/2014,13,4
4235,2014-10-14,855/2014,13,4
3052,2014-10-03,854/2014,13,4
1843,2014-09-25,853/2014,13,4
3696,2014-10-09,851/2014,13,4
9359,2014-11-19,849/2014,13,4
11208,2014-12-03,849/2014,13,4
11388,2014-12-04,849/2014,13,4
6845,2014-10-31,841/2014,13,4
6319,2014-10-29,839/2014,13,4
9122,2014-11-18,839/2014,13,4
12365,2014-12-11,839/2014,13,4
5042,2014-10-20,837/2014,13,4
4318,2014-10-14,835/2014,13,4
3872,2014-10-10,831/2014,13,4
246,2014-09-16,829/2014,13,4
2839,2014-10-02,827/2014,13,4
10115,2014-11-25,825/2014,13,4
6911,2014-11-03,824/2014,13,4
8670,2014-11-14,824/2014,13,4
1418,2014-09-23,823/2014,13,4
11902,2014-12-09,821/2014,13,4
2195,2014-09-29,819/2014,13,4
1587,2014-09-24,818/2014,13,4
6922,2014-11-03,818/2014,13,4
2987,2014-10-03,815/2014,13,4
3208,2014-10-06,815/2014,13,4
2952,2014-10-03,810/2014,13,4
11280,2014-12-04,809/2014,13,4
9426,2014-11-20,808/2014,13,4
10755,2014-12-01,803/2014,13,4
11117,2014-12-03,801/2014,13,4
11961,2014-12-09,801/2014,13,4
5257,2014-10-21,800/2014,13,4
11797,2014-12-08,800/2014,13,4
2094,2014-09-26,798/2014,13,4
6406,2014-10-29,793/2014,13,4
12050,2014-12-10,790/2014,13,4
11095,2014-12-03,789/2014,13,4
8878,2014-11-17,785/2014,13,4
11530,2014-12-05,783/2014,13,4
11640,2014-12-08,783/2014,13,4
1206,2014-09-23,780/2014,13,4
266,2014-09-16,779/2014,13,4
3088,2014-10-03,777/2014,13,4
6430,2014-10-29,777/2014,13,4
5795,2014-10-24,775/2014,13,4
7194,2014-11-04,773/2014,13,4
10704,2014-12-01,771/2014,13,4
2414,2014-09-30,769/2014,13,4
10215,2014-11-26,769/2014,13,4
359,2014-09-16,768/2014,13,4
1663,2014-09-24,767/2014,13,4
4894,2014-10-17,767/2014,13,4
2435,2014-09-30,765/2014,13,4
926,2014-09-19,762/2014,13,4
1123,2014-09-22,762/2014,13,4
2767,2014-10-02,761/2014,13,4
7573,2014-11-06,761/2014,13,4
10758,2014-12-01,759/2014,13,4
3667,2014-10-09,758/2014,13,4
3485,2014-10-08,757/2014,13,4
3713,2014-10-09,757/2014,13,4
9604,2014-11-21,752/2014,13,4
258,2014-09-16,750/2014,13,4
6017,2014-10-27,750/2014,13,4
2719,2014-10-02,749/2014,13,4
1814,2014-09-25,746/2014,13,4
6902,2014-11-03,745/2014,13,4
300,2014-09-16,744/2014,13,4
7886,2014-11-10,741/2014,13,4
8627,2014-11-14,740/2014,13,4
10560,2014-11-28,740/2014,13,4
4402,2014-10-15,739/2014,13,4
4840,2014-10-17,739/2014,13,4
6117,2014-10-28,739/2014,13,4
2866,2014-10-02,737/2014,13,4
11941,2014-12-09,737/2014,13,4
11618,2014-12-05,736/2014,13,4
9092,2014-11-18,735/2014,13,4
6872,2014-11-03,734/2014,13,4
11024,2014-12-02,734/2014,13,4
718,2014-09-18,733/2014,13,4
5102,2014-10-20,731/2014,13,4
2705,2014-10-01,729/2014,13,4
9230,2014-11-19,729/2014,13,4
4602,2014-10-16,727/2014,13,4
3534,2014-10-08,726/2014,13,4
11374,2014-12-04,725/2014,13,4
5580,2014-10-23,723/2014,13,4
65,2014-09-15,722/2014,13,4
12140,2014-12-10,722/2014,13,4
3932,2014-10-10,721/2014,13,4
7669,2014-11-07,721/2014,13,4
11209,2014-12-03,721/2014,13,4
9045,2014-11-18,720/2014,13,4
2035,2014-09-26,718/2014,13,4
12544,2014-12-12,718/2014,13,4
8458,2014-11-13,717/2014,13,4
10329,2014-11-27,717/2014,13,4
11265,2014-12-04,717/2014,13,4
3117,2014-10-06,712/2014,13,4
367,2014-09-16,711/2014,13,4
1241,2014-09-23,711/2014,13,4
1496,2014-09-23,708/2014,13,4
4457,2014-10-15,708/2014,13,4
8657,2014-11-14,705/2014,13,4
5352,2014-10-22,701/2014,13,4
4558,2014-10-15,699/2013,13,4
2289,2014-09-29,695/2013,13,4
7366,2014-11-05,692/2013,13,4
1746,2014-09-24,689/2013,13,4
12528,2014-12-12,688/2013,13,4
3563,2014-10-08,687/2013,13,4
4807,2014-10-17,686/2013,13,4
4494,2014-10-15,685/2013,13,4
5861,2014-10-24,683/2013,13,4
3348,2014-10-07,679/2013,13,4
11167,2014-12-03,676/2013,13,4
496,2014-09-17,675/2013,13,4
8184,2014-11-12,668/2013,13,4
11118,2014-12-03,667/2013,13,4
9911,2014-11-24,666/2013,13,4
1506,2014-09-23,661/2013,13,4
5296,2014-10-21,661/2013,13,4
7089,2014-11-04,659/2013,13,4
9991,2014-11-25,659/2013,13,4
2630,2014-10-01,658/2013,13,4
9481,2014-11-20,656/2013,13,4
5802,2014-10-24,653/2013,13,4
7266,2014-11-05,651/2013,13,4
3659,2014-10-09,650/2013,13,4
5771,2014-10-24,643/2013,13,4
2772,2014-10-02,642/2013,13,4
8724,2014-11-14,639/2013,13,4
9201,2014-11-19,637/2013,13,4
287,2014-09-16,635/2013,13,4
11430,2014-12-04,634/2013,13,4
2665,2014-10-01,633/2013,13,4
6717,2014-10-31,633/2013,13,4
7118,2014-11-04,633/2013,13,4
1274,2014-09-23,629/2013,13,4
3014,2014-10-03,629/2013,13,4
12659,2014-12-15,624/2013,13,4
1021,2014-09-22,622/2013,13,4
2061,2014-09-26,621/2013,13,4
4118,2014-10-13,621/2013,13,4
7880,2014-11-10,620/2013,13,4
3515,2014-10-08,619/2013,13,4
11855,2014-12-09,617/2013,13,4
3552,2014-10-08,616/2013,13,4
4364,2014-10-14,612/2013,13,4
10063,2014-11-25,611/2013,13,4
13072,2014-12-18,611/2013,13,4
13173,2014-12-18,609/2013,13,4
11514,2014-12-05,608/2013,13,4
12705,2014-12-15,607/2013,13,4
3854,2014-10-10,605/2013,13,4
11144,2014-12-03,604/2013,13,4
12243,2014-12-11,603/2013,13,4
2341,2014-09-30,600/2013,13,4
7602,2014-11-06,600/2013,13,4
9651,2014-11-21,599/2013,13,4
1043,2014-09-22,595/2013,13,4
5057,2014-10-20,595/2013,13,4
9357,2014-11-19,595/2013,13,4
3915,2014-10-10,593/2013,13,4
463,2014-09-17,590/2013,13,4
2263,2014-09-29,577/2013,13,4
6036,2014-10-27,577/2013,13,4
12655,2014-12-15,573/2013,13,4
12452,2014-12-12,571/2013,13,4
11710,2014-12-08,569/2013,13,4
4796,2014-10-17,567/2013,13,4
12647,2014-12-15,567/2013,13,4
1953,2014-09-25,565/2013,13,4
8199,2014-11-12,563/2013,13,4
7175,2014-11-04,562/2013,13,4
3795,2014-10-09,561/2013,13,4
6120,2014-10-28,561/2013,13,4
9468,2014-11-20,561/2013,13,4
12638,2014-12-15,560/2013,13,4
11653,2014-12-08,558/2013,13,4
11333,2014-12-04,555/2013,13,4
6148,2014-10-28,553/2013,13,4
12607,2014-12-15,553/2013,13,4
9940,2014-11-25,551/2013,13,4
501,2014-09-17,547/2013,13,4
1314,2014-09-23,545/2013,13,4
870,2014-09-19,544/2013,13,4
12256,2014-12-11,541/2013,13,4
7315,2014-11-05,537/2013,13,4
7765,2014-11-07,535/2013,13,4
11853,2014-12-09,535/2013,13,4
6783,2014-10-31,534/2013,13,4
9674,2014-11-21,534/2013,13,4
